sex,math,income,cappun,height,idealheight,diff,kkardashtemp
male,no,102900,oppose,67.1,70,2.9000000000000057,71
male,no,9700,oppose,69.7,72,2.299999999999997,92
female,no,21900,oppose,65.5,67,1.5,12
male,no,38600,oppose,71.1,74,2.9000000000000057,89
male,no,23600,favor,71.3,74,2.700000000000003,90
male,no,25300,favor,69.6,72,2.4000000000000057,91
female,no,39200,oppose,67,69,2,2
female,no,32300,oppose,67.4,69,1.5999999999999943,40
male,no,12200,favor,69.6,72,2.4000000000000057,78
female,no,30400,oppose,65.3,66,0.7000000000000028,10
male,no,28200,favor,67.9,71,3.0999999999999943,83
male,no,44200,favor,69.2,71,1.7999999999999972,97
female,no,36900,oppose,66.4,67,0.5999999999999943,10
male,no,75300,oppose,72.4,75,2.5999999999999943,88
male,yes,165800,oppose,64.6,67,2.4000000000000057,98
male,no,15400,favor,66.4,69,2.5999999999999943,98
female,no,16300,favor,63,65,2,13
male,no,13400,oppose,73.3,76,2.700000000000003,96
male,no,12000,favor,70.8,73,2.200000000000003,83
male,no,21400,oppose,68.4,71,2.5999999999999943,85
female,no,71700,oppose,66.9,68,1.0999999999999943,0
male,no,81600,favor,76.6,79,2.4000000000000057,84
male,no,12200,oppose,71.2,74,2.799999999999997,93
female,no,24600,favor,65.4,67,1.5999999999999943,18
female,no,18800,oppose,63,64,1,8
male,no,37200,favor,67.9,70,2.0999999999999943,97
female,no,94100,favor,58.6,59,0.3999999999999986,18
male,no,15200,oppose,68.3,71,2.700000000000003,79
male,no,7400,oppose,73.9,76,2.0999999999999943,99
female,no,49300,oppose,58.3,61,2.700000000000003,8
female,no,8400,oppose,63.3,65,1.7000000000000028,4
male,no,60200,oppose,77.6,80,2.4000000000000057,87
female,no,3500,oppose,64,66,2,1
female,no,41600,oppose,57.9,60,2.1000000000000014,12
female,no,22700,oppose,69.2,71,1.7999999999999972,5
male,no,25400,oppose,70.7,74,3.299999999999997,97
female,no,11600,favor,68.9,70,1.0999999999999943,10
male,no,16300,favor,66.9,70,3.0999999999999943,88
male,no,17900,oppose,72,74,2,94
male,no,32900,oppose,69.9,72,2.0999999999999943,100
male,no,21300,oppose,73.6,76,2.4000000000000057,79
male,yes,36000,oppose,69.3,72,2.700000000000003,92
female,no,17900,oppose,64.5,66,1.5,3
male,no,8800,favor,69.9,72,2.0999999999999943,81
male,no,7700,oppose,74.3,77,2.700000000000003,86
male,no,71000,oppose,67.1,70,2.9000000000000057,93
female,no,17700,oppose,63.8,65,1.2000000000000028,25
male,no,35900,oppose,68.1,70,1.9000000000000057,88
female,no,41900,favor,63.9,65,1.1000000000000014,18
male,no,3000,oppose,71.4,74,2.5999999999999943,93
female,no,35400,oppose,64.7,66,1.2999999999999972,7
female,no,16000,oppose,65.2,67,1.7999999999999972,6
female,no,16500,favor,63.9,66,2.1000000000000014,6
female,no,32000,oppose,58.7,60,1.2999999999999972,0
female,yes,22000,oppose,67.6,69,1.4000000000000057,29
female,no,23700,oppose,67.1,69,1.9000000000000057,13
female,no,79500,oppose,68.9,70,1.0999999999999943,3
female,no,2800,favor,65.8,68,2.200000000000003,14
female,no,88400,oppose,61.2,63,1.7999999999999972,27
male,no,26900,favor,73.5,76,2.5,96
male,no,43000,favor,69.7,72,2.299999999999997,94
female,no,24500,oppose,65.9,68,2.0999999999999943,7
male,no,42400,favor,71.8,74,2.200000000000003,100
male,no,5200,oppose,77,80,3,94
male,no,53100,oppose,68.2,71,2.799999999999997,90
male,yes,59200,oppose,71.4,74,2.5999999999999943,85
male,no,57500,oppose,66.5,69,2.5,89
male,no,5800,favor,67.4,70,2.5999999999999943,93
female,no,23000,oppose,61.9,63,1.1000000000000014,7
male,no,18700,oppose,69.3,71,1.7000000000000028,96
female,no,33300,oppose,68.8,71,2.200000000000003,10
male,no,41900,favor,74.8,77,2.200000000000003,93
male,no,75700,oppose,69.1,71,1.9000000000000057,98
male,no,43800,favor,70,72,2,97
male,no,72800,oppose,68.7,71,2.299999999999997,98
female,no,33400,oppose,67.6,69,1.4000000000000057,18
female,no,109000,oppose,64.4,66,1.5999999999999943,12
male,no,7000,oppose,70.1,73,2.9000000000000057,97
male,no,62900,oppose,68.1,71,2.9000000000000057,100
male,no,73000,oppose,70.5,73,2.5,89
male,no,57600,favor,72.4,74,1.5999999999999943,90
male,no,20400,oppose,70,73,3,93
male,no,46000,favor,71.7,75,3.299999999999997,91
male,no,7600,oppose,68.6,71,2.4000000000000057,98
male,no,28800,favor,76.2,79,2.799999999999997,99
female,no,8900,favor,62,64,2,17
female,yes,37800,oppose,61.7,63,1.2999999999999972,6
male,no,177200,oppose,68.8,71,2.200000000000003,88
female,no,111300,oppose,63.5,65,1.5,18
male,no,67200,favor,69.9,72,2.0999999999999943,85
male,no,18300,favor,69.7,72,2.299999999999997,95
female,no,15000,favor,63.6,65,1.3999999999999986,1
male,no,31500,oppose,69.7,72,2.299999999999997,99
female,no,42800,oppose,64.2,66,1.7999999999999972,14
female,yes,52600,favor,65.9,67,1.0999999999999943,17
male,no,36400,oppose,65.7,68,2.299999999999997,98
male,yes,101100,oppose,68.4,71,2.5999999999999943,92
male,no,40300,favor,64.3,67,2.700000000000003,78
female,no,88200,oppose,68.3,70,1.7000000000000028,0
female,no,66800,oppose,66.7,68,1.2999999999999972,1
female,no,33500,oppose,63.7,65,1.2999999999999972,5
female,no,16900,oppose,63.7,65,1.2999999999999972,21
female,no,28200,oppose,64.3,66,1.7000000000000028,19
male,no,26400,favor,71.4,74,2.5999999999999943,81
male,no,17200,favor,68.2,71,2.799999999999997,98
male,no,61600,oppose,69.7,72,2.299999999999997,83
female,no,13100,oppose,65,67,2,13
male,no,45600,oppose,71.1,73,1.9000000000000057,97
male,no,22700,oppose,76.3,79,2.700000000000003,97
female,no,55400,favor,63.5,65,1.5,6
male,no,19200,favor,69.8,72,2.200000000000003,94
male,no,63900,favor,67.5,70,2.5,99
male,no,72500,oppose,75.4,78,2.5999999999999943,62
female,no,15000,oppose,65.1,67,1.9000000000000057,4
female,no,66400,oppose,69.4,71,1.5999999999999943,1
female,no,15200,oppose,62.8,64,1.2000000000000028,5
male,no,45500,oppose,66.6,69,2.4000000000000057,95
male,no,48800,oppose,76,78,2,97
male,no,32400,oppose,67.5,70,2.5,95
male,no,6500,oppose,69,72,3,93
male,no,45700,oppose,69.3,72,2.700000000000003,90
male,no,70100,oppose,68,70,2,97
male,no,39100,oppose,66.5,69,2.5,83
female,yes,141600,oppose,58.1,59,0.8999999999999986,1
male,no,12300,oppose,69.8,72,2.200000000000003,97
male,no,8500,oppose,73.4,76,2.5999999999999943,99
male,no,38300,oppose,68.8,71,2.200000000000003,89
male,no,17900,oppose,66.9,69,2.0999999999999943,99
female,no,45600,oppose,61.2,63,1.7999999999999972,17
male,no,26100,oppose,67.7,71,3.299999999999997,84
female,no,65600,oppose,62.8,64,1.2000000000000028,17
male,no,82900,oppose,66.4,68,1.5999999999999943,92
female,no,77200,oppose,57.9,59,1.1000000000000014,23
male,no,33500,favor,70.6,73,2.4000000000000057,99
female,no,17400,oppose,71.3,73,1.7000000000000028,5
female,no,19400,oppose,63.9,66,2.1000000000000014,8
male,no,85000,favor,66.9,69,2.0999999999999943,95
male,no,42200,favor,74.1,77,2.9000000000000057,94
female,no,51600,favor,67.6,69,1.4000000000000057,0
male,no,36100,oppose,67.5,70,2.5,100
male,no,62300,oppose,69.4,72,2.5999999999999943,94
male,no,2800,oppose,69.2,72,2.799999999999997,100
male,no,34800,oppose,68.4,70,1.5999999999999943,78
female,no,66700,oppose,62.6,64,1.3999999999999986,13
male,no,29000,favor,70.6,74,3.4000000000000057,85
female,no,35900,favor,65.1,67,1.9000000000000057,0
male,no,54100,oppose,66,68,2,98
female,yes,11700,oppose,66.5,68,1.5,10
female,no,18100,oppose,66.7,68,1.2999999999999972,10
male,yes,51000,favor,73.6,76,2.4000000000000057,76
female,no,24400,oppose,62.7,64,1.2999999999999972,10
male,no,17900,oppose,77.9,80,2.0999999999999943,99
female,no,75200,oppose,67.3,69,1.7000000000000028,0
female,no,46600,favor,60.5,62,1.5,12
male,no,29400,oppose,68.3,71,2.700000000000003,91
female,no,7800,oppose,67.2,69,1.7999999999999972,10
male,no,44800,oppose,73.7,76,2.299999999999997,100
female,yes,43800,oppose,63.1,65,1.8999999999999986,6
male,no,24000,oppose,70.2,72,1.7999999999999972,100
male,no,22200,favor,74.1,77,2.9000000000000057,99
male,no,11300,favor,68.1,71,2.9000000000000057,87
male,yes,59500,oppose,67.5,70,2.5,92
male,no,9300,oppose,70.8,74,3.200000000000003,98
male,no,80000,favor,72.6,75,2.4000000000000057,80
male,yes,40300,favor,69.5,72,2.5,95
female,no,20600,oppose,70.1,71,0.9000000000000057,5
male,no,94700,oppose,77.8,80,2.200000000000003,97
female,no,6100,oppose,62.8,64,1.2000000000000028,5
female,no,52400,oppose,60.1,61,0.8999999999999986,4
male,no,66100,favor,68.6,71,2.4000000000000057,98
female,no,67900,oppose,66.8,68,1.2000000000000028,4
male,no,13000,oppose,68.9,72,3.0999999999999943,97
male,no,88300,favor,67.8,70,2.200000000000003,69
male,no,15700,oppose,71.8,74,2.200000000000003,62
female,no,10100,oppose,61.8,63,1.2000000000000028,13
female,no,58600,oppose,59.7,61,1.2999999999999972,7
male,no,24400,favor,70.6,74,3.4000000000000057,100
male,no,25900,favor,71.3,74,2.700000000000003,91
male,no,39300,favor,68.3,71,2.700000000000003,99
female,no,16100,oppose,69,71,2,20
male,no,13400,oppose,69.5,72,2.5,96
male,no,27600,oppose,69.6,72,2.4000000000000057,84
female,no,24500,oppose,64,66,2,11
male,no,48900,oppose,60.1,62,1.8999999999999986,97
female,no,12000,oppose,69.3,71,1.7000000000000028,10
female,no,5100,favor,60.8,63,2.200000000000003,1
male,no,49300,favor,66.3,69,2.700000000000003,85
male,no,20600,favor,67.7,70,2.299999999999997,100
male,no,61800,favor,75,77,2,99
female,no,25600,favor,64.3,66,1.7000000000000028,29
female,no,9800,oppose,69.9,72,2.0999999999999943,9
female,no,100200,oppose,67.6,69,1.4000000000000057,8
male,no,68900,oppose,63.5,66,2.5,98
female,no,63500,favor,69.2,71,1.7999999999999972,19
female,no,60400,oppose,71.2,73,1.7999999999999972,12
male,no,29300,favor,67.4,70,2.5999999999999943,81
female,no,51300,favor,60.8,62,1.2000000000000028,50
female,no,93000,oppose,64.6,66,1.4000000000000057,6
female,no,35800,oppose,63.8,65,1.2000000000000028,2
male,no,59200,favor,68,71,3,96
female,no,6200,favor,68.5,70,1.5,24
male,no,8300,oppose,70.6,73,2.4000000000000057,92
female,no,81200,favor,70,72,2,1
male,no,150400,favor,72.1,75,2.9000000000000057,89
female,no,37700,favor,69.4,70,0.5999999999999943,0
female,no,55500,favor,62.9,64,1.1000000000000014,15
female,no,28300,favor,61.9,64,2.1000000000000014,2
male,no,33200,favor,73.5,76,2.5,86
male,no,50100,oppose,66.3,69,2.700000000000003,89
female,no,47200,oppose,69.7,71,1.2999999999999972,11
male,no,45200,favor,67.4,70,2.5999999999999943,89
male,no,32000,oppose,74.4,77,2.5999999999999943,94
male,no,13300,favor,67.5,70,2.5,87
female,no,53400,oppose,60.7,63,2.299999999999997,8
female,no,29200,oppose,62.1,64,1.8999999999999986,18
male,no,24000,oppose,67,69,2,94
male,no,16300,favor,70.6,73,2.4000000000000057,54
male,no,9500,oppose,74.5,77,2.5,82
male,no,10000,oppose,71,73,2,94
male,no,40300,favor,68.3,71,2.700000000000003,99
male,no,62200,oppose,72.4,75,2.5999999999999943,94
male,no,23400,oppose,72.3,74,1.7000000000000028,84
female,no,800,oppose,65.8,67,1.2000000000000028,1
male,no,30600,oppose,72.8,75,2.200000000000003,80
female,no,5800,oppose,66.8,68,1.2000000000000028,8
female,no,45600,oppose,67.5,69,1.5,3
female,no,20800,oppose,67.4,69,1.5999999999999943,9
male,no,39000,favor,73.2,75,1.7999999999999972,98
male,no,72200,oppose,72.7,75,2.299999999999997,90
male,no,42000,favor,72.5,75,2.5,93
male,no,42900,oppose,68.9,71,2.0999999999999943,98
female,no,77600,oppose,64,66,2,4
male,no,29300,oppose,75.2,79,3.799999999999997,83
female,no,43600,favor,67.5,69,1.5,10
male,no,59700,favor,73.4,76,2.5999999999999943,91
female,no,36800,favor,65.2,67,1.7999999999999972,11
male,no,85900,favor,68.9,71,2.0999999999999943,83
female,no,141800,oppose,65.9,68,2.0999999999999943,4
male,no,35800,oppose,68.6,71,2.4000000000000057,92
male,no,12900,favor,72.3,75,2.700000000000003,82
male,no,38800,favor,69.9,73,3.0999999999999943,95
male,no,106500,oppose,63.8,66,2.200000000000003,81
male,no,18100,favor,68.7,72,3.299999999999997,100
male,yes,65600,oppose,71.1,73,1.9000000000000057,100
female,no,34700,favor,66.6,68,1.4000000000000057,1
female,no,43700,oppose,65.3,67,1.7000000000000028,11
female,no,76100,oppose,64.3,65,0.7000000000000028,16
male,no,8400,favor,72.3,75,2.700000000000003,92
female,no,60200,oppose,65.6,68,2.4000000000000057,1
female,no,65100,oppose,64,65,1,5
female,no,28300,oppose,55.5,57,1.5,4
male,no,95800,oppose,73.5,76,2.5,93
female,no,95500,oppose,65.2,67,1.7999999999999972,13
female,no,38400,oppose,63.7,65,1.2999999999999972,22
female,no,50700,oppose,69.9,72,2.0999999999999943,13
male,no,28700,oppose,69.6,72,2.4000000000000057,93
male,no,64700,oppose,71.5,74,2.5,80
male,no,19800,oppose,71.5,74,2.5,100
male,no,13000,oppose,72.8,75,2.200000000000003,95
female,no,27200,favor,67.4,69,1.5999999999999943,4
female,no,9700,oppose,70,72,2,5
male,no,60400,oppose,69.8,72,2.200000000000003,71
female,no,64300,oppose,66.7,68,1.2999999999999972,5
female,no,53100,oppose,67.7,69,1.2999999999999972,6
female,no,112800,oppose,60.7,62,1.2999999999999972,14
female,no,21500,oppose,59,61,2,15
female,no,31200,oppose,67.8,69,1.2000000000000028,5
female,no,15100,oppose,66,68,2,8
male,no,40200,favor,73.7,76,2.299999999999997,97
female,no,3600,oppose,64.2,66,1.7999999999999972,7
male,no,71800,favor,66.3,69,2.700000000000003,94
male,no,48800,favor,71.9,74,2.0999999999999943,96
female,no,86900,oppose,60.4,62,1.6000000000000014,19
male,no,16400,oppose,67.2,70,2.799999999999997,91
male,no,18500,oppose,72.4,75,2.5999999999999943,98
male,no,19000,oppose,71.7,75,3.299999999999997,99
male,no,54000,favor,66.3,69,2.700000000000003,92
female,no,50100,oppose,62.1,64,1.8999999999999986,35
female,no,62500,oppose,67.1,69,1.9000000000000057,4
female,yes,20500,oppose,65.1,66,0.9000000000000057,3
male,no,35800,favor,70,72,2,98
female,no,36000,favor,66.4,68,1.5999999999999943,5
female,no,52500,oppose,66.7,68,1.2999999999999972,5
female,no,27000,oppose,62.7,64,1.2999999999999972,5
female,no,137600,favor,66.2,68,1.7999999999999972,1
male,yes,34600,favor,66.1,69,2.9000000000000057,81
male,no,112600,oppose,75.6,78,2.4000000000000057,82
female,no,35600,oppose,67.3,69,1.7000000000000028,4
female,no,37400,favor,67,68,1,0
male,no,45100,favor,70.6,73,2.4000000000000057,81
female,no,21000,oppose,67.5,69,1.5,16
male,no,24200,favor,72.7,76,3.299999999999997,66
male,no,86600,oppose,74.5,77,2.5,92
female,no,19400,favor,63.5,65,1.5,15
female,no,134500,favor,66.2,68,1.7999999999999972,13
male,no,36100,oppose,72,75,3,89
male,no,33800,oppose,71.3,74,2.700000000000003,70
male,no,43500,favor,71.3,74,2.700000000000003,99
female,no,20200,oppose,63.7,65,1.2999999999999972,27
female,no,67300,favor,63.6,65,1.3999999999999986,4
female,no,180800,oppose,64.4,65,0.5999999999999943,6
female,no,27500,favor,69.9,72,2.0999999999999943,4
female,no,8600,oppose,62.1,64,1.8999999999999986,23
male,no,36400,oppose,65.4,69,3.5999999999999943,82
female,no,73300,oppose,67.8,69,1.2000000000000028,11
male,no,8100,oppose,73.5,76,2.5,70
female,no,5900,favor,64.5,66,1.5,18
female,no,40700,oppose,67.8,69,1.2000000000000028,35
male,no,107500,oppose,72.4,75,2.5999999999999943,99
female,no,74000,oppose,64.4,66,1.5999999999999943,1
female,no,43100,favor,65.2,67,1.7999999999999972,9
male,no,77300,oppose,67.5,71,3.5,96
male,no,19000,oppose,70.3,72,1.7000000000000028,97
male,yes,35900,oppose,71.2,74,2.799999999999997,83
male,no,22500,oppose,68.3,71,2.700000000000003,94
female,no,55000,oppose,71.2,72,0.7999999999999972,21
female,no,9600,oppose,57.8,59,1.2000000000000028,5
female,no,19500,favor,63.7,65,1.2999999999999972,2
male,no,90400,oppose,70.4,73,2.5999999999999943,95
male,no,67200,oppose,76.2,79,2.799999999999997,96
female,yes,18800,favor,68.8,70,1.2000000000000028,12
female,no,58700,oppose,67.6,69,1.4000000000000057,27
female,no,126600,oppose,66.5,68,1.5,6
male,no,4900,favor,77.3,80,2.700000000000003,97
female,no,55200,oppose,64.2,66,1.7999999999999972,1
male,no,21900,oppose,71,73,2,84
male,no,27500,favor,69,72,3,85
male,no,34000,oppose,70.8,73,2.200000000000003,77
male,no,68900,favor,69.5,72,2.5,97
female,no,12700,oppose,63.1,65,1.8999999999999986,13
male,no,62100,favor,73.8,76,2.200000000000003,94
female,no,18300,oppose,64.4,66,1.5999999999999943,4
female,no,75600,oppose,66.8,68,1.2000000000000028,2
male,no,58600,favor,71.3,73,1.7000000000000028,87
male,no,58000,oppose,71.9,74,2.0999999999999943,99
male,no,10000,oppose,70.7,73,2.299999999999997,74
male,yes,23400,favor,72,74,2,94
male,no,14300,oppose,68.5,71,2.5,100
male,no,28700,favor,72.9,76,3.0999999999999943,99
male,no,26300,oppose,67.4,70,2.5999999999999943,99
female,no,37700,oppose,64.6,66,1.4000000000000057,1
male,no,15300,oppose,69.4,72,2.5999999999999943,82
female,no,17100,oppose,67.7,69,1.2999999999999972,9
female,no,32500,oppose,63.9,65,1.1000000000000014,33
male,no,34200,oppose,67.3,70,2.700000000000003,98
female,no,14000,oppose,64.8,67,2.200000000000003,10
male,no,12300,oppose,61.8,64,2.200000000000003,91
female,no,52800,favor,64.6,66,1.4000000000000057,1
male,no,51000,oppose,69.2,72,2.799999999999997,78
male,no,23600,oppose,74,77,3,85
male,no,39100,favor,64.7,68,3.299999999999997,94
male,no,41400,favor,69.6,72,2.4000000000000057,93
female,no,58000,oppose,62,64,2,0
female,no,47800,oppose,65.5,67,1.5,16
male,no,19500,oppose,64.7,67,2.299999999999997,98
female,no,1900,favor,63.5,65,1.5,10
male,no,33000,oppose,64.9,68,3.0999999999999943,98
female,no,64500,favor,58.2,60,1.7999999999999972,9
male,no,6500,oppose,72.4,75,2.5999999999999943,76
female,no,38100,oppose,64.8,67,2.200000000000003,9
male,no,8000,oppose,72.2,74,1.7999999999999972,94
male,no,25300,favor,67.1,70,2.9000000000000057,99
female,no,28800,oppose,62.9,64,1.1000000000000014,0
female,yes,11600,favor,68.1,70,1.9000000000000057,0
female,no,106900,oppose,65.1,67,1.9000000000000057,8
female,no,142100,oppose,61.2,63,1.7999999999999972,4
female,no,73200,favor,64.5,65,0.5,17
female,no,47700,oppose,58.3,60,1.7000000000000028,6
male,no,49900,favor,72.9,76,3.0999999999999943,92
female,no,92300,oppose,66.1,67,0.9000000000000057,3
male,no,15200,favor,68.5,71,2.5,83
female,no,29500,oppose,64.2,66,1.7999999999999972,19
male,no,29700,oppose,65.9,68,2.0999999999999943,98
male,no,66200,oppose,63.3,66,2.700000000000003,99
male,no,48900,favor,70.9,73,2.0999999999999943,88
male,yes,61000,oppose,69.7,72,2.299999999999997,89
male,no,18400,favor,65.8,68,2.200000000000003,82
male,no,8600,oppose,66.9,69,2.0999999999999943,100
male,no,14200,oppose,72,75,3,98
male,no,37600,favor,66.6,69,2.4000000000000057,92
female,no,12100,oppose,63.3,64,0.7000000000000028,17
male,no,92000,oppose,67.7,70,2.299999999999997,93
male,no,36400,oppose,66.3,69,2.700000000000003,93
male,no,29800,favor,70.8,73,2.200000000000003,98
female,no,114200,favor,63.4,65,1.6000000000000014,2
female,no,20200,oppose,66.8,68,1.2000000000000028,23
female,no,37100,oppose,64.3,66,1.7000000000000028,5
male,no,23300,oppose,72.9,75,2.0999999999999943,83
male,no,16100,oppose,67.3,70,2.700000000000003,72
female,yes,102600,oppose,62.5,64,1.5,6
female,no,43200,oppose,61.9,64,2.1000000000000014,16
male,no,31300,oppose,69.2,72,2.799999999999997,100
female,no,39100,oppose,68.7,70,1.2999999999999972,3
male,no,33300,favor,71.4,74,2.5999999999999943,97
female,yes,76600,oppose,66.2,67,0.7999999999999972,2
female,no,7400,oppose,63.2,65,1.7999999999999972,14
female,no,20600,oppose,67.5,70,2.5,5
male,no,11600,oppose,74.8,78,3.200000000000003,97
male,no,22100,oppose,75.2,78,2.799999999999997,69
female,no,34100,oppose,60.5,62,1.5,17
male,no,57600,oppose,74.5,77,2.5,94
female,no,26100,oppose,68.3,69,0.7000000000000028,4
female,no,74000,oppose,65.7,67,1.2999999999999972,30
female,no,19300,oppose,60.1,62,1.8999999999999986,0
male,no,15500,oppose,69.8,72,2.200000000000003,95
male,no,22900,oppose,71.7,74,2.299999999999997,90
female,no,36800,favor,60.6,62,1.3999999999999986,7
male,no,14300,oppose,66.7,69,2.299999999999997,84
female,no,26200,oppose,65.5,67,1.5,5
male,no,14400,oppose,67.6,70,2.4000000000000057,91
